Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
SLX4		16p13.3	HOMDEL	2	1977	0.1%	Yes
H3F3C		12p11.21	HOMDEL	1	1895	<0.1%	Yes
ZRSR2		Xp22.2	HOMDEL	13	2765	0.5%	Yes
PIK3CD		1p36.22	AMP	1	1918	<0.1%	Yes
NOD1		7p14.3	AMP	1	53	1.9%	Yes
NSD3		8p11.23	AMP	24	1986	1.2%	Yes
EWSR1		22q12.2	HOMDEL	2	1027	0.2%	Yes
FANCC		9q22.32	HOMDEL	2	2907	<0.1%	Yes
SOCS1		16p13.13	HOMDEL	1	2907	<0.1%	Yes
KRAS		12p12.1	AMP	12	2946	0.4%	Yes
TERC		3q26.2	AMP	2	258	0.8%	Yes
RAB35		12q24.23	AMP	4	1770	0.2%	Yes
SDHA		5p15.33	HOMDEL	9	2790	0.3%	Yes
PARP1		1q42.12	AMP	6	1974	0.3%	Yes
ZRSR2		Xp22.2	AMP	12	2765	0.4%	Yes
GATA2		3q21.3	AMP	3	2565	0.1%	Yes
HELQ		4q21.23	HOMDEL	1	576	0.2%	No
HIST1H3G		6p22.2	HOMDEL	6	1777	0.3%	Yes
PIK3CG		7q22.3	AMP	1	1973	<0.1%	Yes
FOXP1		3p13	HOMDEL	3	1984	0.2%	Yes
NSD1		5q35.3	AMP	10	2572	0.4%	Yes
PRSS1		7q34	HOMDEL	1	581	0.2%	Yes
CD79B		17q23.3	HOMDEL	2	2929	<0.1%	Yes
NPM1		5q35.1	HOMDEL	3	2930	0.1%	Yes
BCL2L11		2q13	HOMDEL	2	1895	0.1%	Yes
TRAF7		16p13.3	HOMDEL	2	2471	<0.1%	Yes
AKT1		14q32.33	HOMDEL	8	2946	0.3%	Yes
GATA2		3q21.3	HOMDEL	4	2565	0.2%	Yes
FGFR3		4p16.3	HOMDEL	7	2946	0.2%	Yes
CDKN1A		6p21.2	HOMDEL	2	2858	<0.1%	Yes
GNAS		20q13.32	AMP	13	2923	0.4%	Yes
PIM1		6p21.2	HOMDEL	1	2915	<0.1%	Yes
RICTOR		5p13.1	AMP	22	2567	0.9%	Yes
JAZF1		7p15.2-p15.1	AMP	1	599	0.2%	Yes
NKX3-1		8p21.2	AMP	7	2471	0.3%	Yes
YES1		18p11.32	HOMDEL	6	1895	0.3%	Yes
ICOSLG		21q22.3	AMP	10	1895	0.5%	Yes
MGA		15q15.1	HOMDEL	7	2353	0.3%	Yes
SUFU		10q24.32	HOMDEL	8	2907	0.3%	Yes
POLD1		19q13.33	HOMDEL	5	2354	0.2%	Yes
CYLD		16q12.1	HOMDEL	14	2330	0.6%	Yes
PTPRS		19p13.3	AMP	8	1895	0.4%	Yes
TAP1		6p21.32	HOMDEL	2	1385	0.1%	Yes
CBFB		16q22.1	HOMDEL	12	2574	0.5%	Yes
SLX4		16p13.3	AMP	3	1977	0.2%	Yes
PIK3R2		19p13.11	AMP	10	1996	0.5%	Yes
SDHAF2		11q12.2	AMP	3	2827	0.1%	Yes
BARD1		2q35	AMP	1	2551	<0.1%	Yes
CTNNB1		3p22.1	HOMDEL	2	2946	<0.1%	Yes
